age,education,default,balance,housing,loan,contact,campaign,pdays,previous,marital_type,job_type,poutcome_type,y
41,1,0,0.005260712519296773,1,0,0,1,999,0,1,0,3,0
33,2,0,-0.001004181592002518,1,0,0,1,999,0,2,4,3,0
59,2,0,0.003926799658278503,0,0,0,1,999,0,0,4,3,0
57,0,0,0.0,0,0,0,1,999,0,1,9,3,0
56,1,0,0.0008393159574946418,1,0,0,1,999,0,0,9,3,0
51,1,0,0.000389682408836798,1,0,0,1,999,0,1,1,3,0
34,1,0,4.4963354865784384e-05,1,0,0,3,999,0,1,0,3,0
43,1,0,0.0006144991831657199,1,1,0,2,999,0,1,7,3,0
52,2,0,0.00010491449468683023,0,1,0,1,999,0,1,9,3,0
33,1,0,0.0015737174203024535,1,0,0,2,999,0,2,9,3,0
29,1,0,0.012260008093403876,1,1,0,1,999,0,2,0,3,0
34,1,0,-0.0002398045592841834,1,1,0,1,999,0,1,7,3,0
31,1,0,0.0,1,0,0,1,999,0,1,1,3,0
55,1,0,0.03710975554922738,1,0,0,1,999,0,1,7,3,1
55,1,0,0.017760525171984832,0,0,0,1,999,0,1,4,3,0
32,1,0,0.0032523493352917374,1,0,0,1,999,0,2,0,3,0
38,1,0,0.025254417649615564,1,0,0,1,999,0,2,9,3,0
55,1,0,0.012020203534119693,1,1,0,2,999,0,2,0,3,0
28,2,0,0.0,1,0,0,2,999,0,2,10,3,0
23,1,0,0.0014088517857945774,1,0,0,1,999,0,1,1,3,0
32,1,0,0.0,1,0,0,1,999,0,2,9,3,0
43,2,0,0.0,0,0,0,1,999,0,2,7,3,0
32,1,0,0.007748684821870176,1,0,0,1,999,0,1,1,3,0
46,1,0,0.003971763013144287,1,0,0,1,999,0,1,1,3,0
53,0,0,0.014193432352632604,1,0,0,1,999,0,0,3,3,0
34,1,0,4.4963354865784384e-05,1,0,0,1,999,0,2,6,3,0
57,2,0,0.0006294869681209814,0,0,0,1,999,0,1,10,3,0
37,1,0,0.0005545480433446741,1,0,0,1,999,0,1,1,3,0
59,1,0,0.0008543037424499034,1,0,0,1,999,0,1,1,3,0
33,1,0,0.00032973126901575216,1,0,0,1,999,0,1,7,3,0
56,0,0,0.0001199022796420917,1,0,0,2,999,0,0,1,3,0
48,1,0,0.004391420991891608,1,0,0,1,999,0,1,10,3,0
43,0,0,4.4963354865784384e-05,1,0,0,2,999,0,1,7,3,0
54,0,0,0.005215749164430988,1,0,0,2,999,0,1,1,3,0
51,1,0,-0.00028476791414996775,1,0,0,2,999,0,1,1,3,0
26,1,0,0.0,1,0,0,2,999,0,2,8,3,0
40,2,0,-5.995113982104585e-05,1,0,0,1,999,0,1,4,3,0
39,1,0,0.0002697801291947063,1,0,0,1,999,0,1,4,3,0
50,0,0,0.0020833021087813433,0,0,0,2,999,0,1,9,3,0
41,1,0,0.0,1,0,0,2,999,0,1,7,3,0
51,1,0,0.02822199907075733,1,0,0,1,999,0,1,1,3,0
60,1,0,0.003237361550336476,1,0,0,1,999,0,0,5,3,0
52,1,0,0.011720447835014464,1,0,0,3,999,0,1,1,3,0
48,1,0,0.013548957599556362,1,0,0,2,999,0,1,1,3,0
48,2,0,0.02555417334872079,1,0,0,1,999,0,1,7,3,0
39,2,0,0.0007044258928972887,1,0,0,1,999,0,2,9,3,0
47,1,0,0.0026378501521260173,1,0,0,2,999,0,2,7,3,0
40,1,0,0.01836003657019529,1,0,0,5,999,0,1,1,3,0
45,1,0,0.0012889495061524858,1,0,0,1,999,0,1,9,3,0
26,1,0,0.0012289983663314398,1,0,0,1,999,0,2,0,3,0
52,2,0,0.004061689722875856,1,0,0,1,999,0,1,4,3,0
54,1,0,0.020653167668350295,1,0,0,1,999,0,1,9,3,0
54,2,0,0.002757752431768109,0,0,0,2,999,0,1,0,3,1
50,0,0,0.0,0,0,0,3,999,0,1,1,3,0
35,1,0,0.0,1,0,0,1,999,0,1,1,3,0
44,1,0,0.020338424184289803,1,1,0,1,999,0,1,7,3,0
53,2,0,0.00028476791414996775,1,0,0,1,999,0,1,2,3,0
35,0,0,0.006504698670583475,0,0,0,1,999,0,2,5,3,0
60,1,0,0.0013788762158840546,1,0,0,1,999,0,0,0,3,0
53,1,0,0.017250940483505943,1,0,0,1,999,0,0,0,3,0
48,1,0,0.0006144991831657199,1,0,0,2,999,0,1,10,3,0
34,1,0,0.0007643770327183346,1,0,0,2,999,0,1,9,3,0
54,1,0,0.0032073859804259528,1,0,0,2,999,0,1,7,3,0
51,1,0,0.01740081833305856,1,0,0,1,999,0,1,4,3,0
31,2,0,0.0005545480433446741,1,0,0,1,999,0,1,7,3,0
35,1,0,0.01179538675979077,1,0,0,2,999,0,0,9,3,0
35,1,0,0.0008842793123604262,1,0,0,1,999,0,1,7,3,0
38,1,0,0.00379190959368115,1,0,0,1,999,0,1,9,3,0
36,2,0,0.0031624226255601686,1,0,0,2,999,0,1,0,3,0
58,0,0,0.0035221294644864434,1,0,0,1,999,0,1,5,3,0
40,2,0,0.06570644924386625,1,0,0,1,999,0,0,7,3,0
54,1,0,0.061150162617466766,0,0,0,1,999,0,1,4,3,0
34,1,0,0.0007943526026288575,1,1,0,1,999,0,2,1,3,0
31,2,0,0.0,1,0,0,1,999,0,2,4,3,0
51,1,0,0.03187901859984113,1,0,0,1,999,0,1,5,3,0
33,2,0,0.005650394928133571,1,0,0,1,999,0,1,4,3,0
55,2,0,0.0010941083017340868,1,0,0,2,999,0,1,4,3,0
42,1,0,0.006669564305091351,1,0,0,1,999,0,1,0,3,0
34,1,0,0.0036420317441285353,1,0,0,1,999,0,1,1,3,0
33,1,0,0.004601249981265269,1,0,0,2,999,0,2,1,3,0
38,1,0,0.0023231066680655266,1,0,0,1,999,0,1,7,3,0
50,2,0,0.002592886797260233,0,1,0,1,999,0,0,9,3,0
43,2,0,0.005995113982104585,1,0,0,1,999,0,1,4,3,0
61,0,0,0.02140255691611337,1,0,0,2,999,0,0,1,3,0
47,1,0,0.00328232490520226,1,0,0,1,999,0,1,0,3,0
48,2,0,0.00010491449468683023,1,0,0,1,999,0,1,6,3,0
44,1,0,0.00861797634927534,1,0,0,1,999,0,1,1,3,0
35,1,0,0.004466359916667916,1,0,0,2,999,0,2,8,3,0
35,1,0,0.0,1,0,0,1,999,0,1,7,3,0
50,1,0,0.08541538646003508,1,0,0,2,999,0,1,7,3,0
41,2,0,0.0026378501521260173,1,1,0,1,999,0,1,4,3,0
41,2,0,0.007748684821870176,1,0,0,1,999,0,1,4,3,0
39,2,0,0.0038518607335021955,1,0,0,1,999,0,2,7,3,0
42,1,0,0.0008393159574946418,1,0,0,1,999,0,1,5,3,0
38,1,0,-0.0058452361325519704,1,0,0,1,999,0,1,1,3,0
53,1,0,0.004945969035236282,1,0,0,2,999,0,1,5,3,0
59,0,0,0.0029226180662759852,0,0,0,2,999,0,0,3,3,0
36,1,0,0.0045113232715337,1,0,0,1,999,0,1,7,3,0
54,0,0,-0.0006144991831657199,1,0,0,1,999,0,1,1,3,0
40,2,0,0.007239100133391286,1,0,0,1,999,0,1,9,3,0
47,1,0,0.0004196579787473209,0,0,0,2,999,0,1,1,3,0
53,1,0,0.000194841204418399,0,0,0,3,999,0,1,10,3,0
46,0,0,0.01446321248182731,0,0,0,1,999,0,1,3,3,0
39,2,0,0.005665382713088833,1,1,0,2,999,0,1,4,3,0
40,1,0,0.00328232490520226,1,0,0,1,999,0,1,10,3,0
28,0,0,0.004856042325504714,1,0,0,1,999,0,1,1,3,0
35,1,0,-0.0010341571619130409,1,0,0,1,999,0,0,2,3,0
55,1,0,0.0,0,1,0,1,999,0,1,5,3,0
43,1,0,0.0030724959158285998,1,0,0,1,999,0,0,9,3,0
48,0,0,0.004166604217562687,1,0,0,2,999,0,1,1,3,0
58,1,0,0.015961990977353457,1,0,0,3,999,0,1,4,3,0
33,2,0,0.0005095846884788897,1,0,0,1,999,0,2,4,3,0
36,1,0,0.01548238185878509,0,0,0,2,999,0,1,1,3,0
53,1,0,0.021987080529368565,1,0,0,1,999,0,0,7,3,0
47,0,0,-0.00017985341946313754,1,0,0,1,999,0,1,1,3,0
31,1,0,0.005815260562641447,1,0,0,2,999,0,1,7,3,0
57,1,0,0.0044064087768468695,1,0,0,2,999,0,1,2,3,0
53,1,0,0.027382683113262692,0,0,0,1,999,0,1,1,3,0
55,0,0,0.009397341166948937,1,0,0,1,999,0,1,1,3,0
45,0,0,0.00037469462388153656,1,0,0,1,999,0,1,1,3,0
53,1,0,0.00472115226090736,1,0,0,2,999,0,0,0,3,0
37,0,0,0.0,1,0,0,1,999,0,1,1,3,0
44,1,0,0.0009891938070472565,1,0,0,1,999,0,0,0,3,0
49,0,0,-0.00013489006459735316,1,1,0,1,999,0,0,1,3,0
46,1,0,0.00523073694938625,1,1,0,1,999,0,1,9,3,0
43,2,0,0.0014987784955261462,1,0,0,1,999,0,1,2,3,0
38,1,0,0.0,0,0,0,1,999,0,1,0,3,0
43,1,0,0.006504698670583475,1,0,0,1,999,0,1,9,3,0
49,2,0,0.04851545990018135,1,0,0,3,999,0,1,4,3,0
42,1,0,0.004121640862696902,0,0,0,2,999,0,1,4,3,0
22,1,0,0.0,1,0,0,2,999,0,2,1,3,0
40,2,0,0.0031024714857391224,1,0,0,1,999,0,1,4,3,0
39,1,0,0.007239100133391286,1,0,0,1,999,0,1,1,3,0
51,1,0,0.03369254057942777,1,0,0,2,999,0,1,7,3,0
49,1,0,0.0064147719608519055,1,0,0,1,999,0,1,0,3,0
53,1,0,0.0,1,1,0,1,999,0,1,1,3,0
34,1,0,0.0,1,0,0,1,999,0,2,7,3,0
33,1,0,0.002098289893736605,1,0,0,1,999,0,0,9,3,0
50,2,0,0.004451372131712654,1,0,0,1,999,0,2,4,3,0
39,0,0,0.004181592002517948,1,0,0,1,999,0,1,1,3,0
59,1,0,0.013503994244690577,1,0,0,3,999,0,0,2,3,0
30,1,0,0.03856357068988774,1,0,0,2,999,0,2,9,3,0
36,1,0,0.002143253248602389,1,1,0,1,999,0,1,7,3,0
40,1,0,0.0071191978537491945,1,0,0,2,999,0,1,1,3,0
53,1,0,0.0010491449468683024,1,0,0,2,999,0,1,1,3,0
34,2,0,0.004766115615773145,1,0,0,2,999,0,2,4,3,0
37,1,0,0.004121640862696902,1,0,0,1,999,0,1,9,3,0
42,2,0,0.011120936436804004,1,0,0,3,999,0,0,4,3,0
41,0,0,0.003537117249441705,1,0,0,1,999,0,1,2,3,0
30,2,0,0.00037469462388153656,1,0,0,2,999,0,2,8,3,0
37,2,0,0.008992670973156877,1,0,0,1,999,0,2,4,3,0
39,1,0,-0.00523073694938625,1,0,0,2,999,0,0,0,3,0
41,0,0,0.0027427646468128476,1,1,0,2,999,0,1,1,3,0
40,0,0,0.0,1,0,0,1,999,0,1,1,3,0
42,2,0,0.0,1,1,0,2,999,0,2,4,3,1
40,0,0,0.0,1,0,0,1,999,0,0,1,3,0
57,1,0,0.016156832181771857,1,0,0,4,999,0,1,9,3,0
56,1,0,0.0023231066680655266,0,0,0,3,999,0,0,2,3,0
37,1,0,0.002847679141499678,1,0,0,2,999,0,1,0,3,0
59,1,0,0.004781103400728406,1,0,0,3,999,0,1,5,3,0
39,1,0,-0.0027727402167233703,1,0,0,3,999,0,0,7,3,0
49,1,0,0.0007044258928972887,0,0,0,2,999,0,1,7,3,0
38,1,0,0.008543037424499033,1,0,0,2,999,0,2,7,3,0
36,2,0,0.00028476791414996775,0,0,0,2,999,0,1,6,3,0
50,0,0,0.0009142548822709492,1,0,0,3,999,0,1,1,3,0
41,1,0,-0.0009292426672262106,1,1,0,2,999,0,1,0,3,0
54,2,0,0.003866848518457457,0,0,0,4,999,0,1,9,3,0
58,0,0,0.001139071656599871,1,0,0,2,999,0,1,1,3,0
30,1,0,0.0,1,0,0,2,999,0,2,1,3,0
33,1,0,0.0052757003042520345,1,0,0,2,999,0,2,0,3,0
47,1,0,0.005515504863536218,1,0,0,2,999,0,1,0,3,0
50,2,0,0.005080859099833635,1,0,0,3,999,0,2,9,3,0
32,1,0,0.019948741775453006,1,0,0,2,999,0,1,1,3,0
40,1,0,0.010071791489935703,1,0,0,2,999,0,1,6,3,0
37,2,0,0.0008692915274051648,1,0,0,2,999,0,1,4,3,0
54,1,0,0.006699539875001873,1,0,0,2,999,0,2,9,3,0
24,1,0,0.006339833036075599,1,0,0,3,999,0,2,8,3,0
54,2,0,0.0,0,0,0,2,999,0,1,4,3,0
34,1,0,0.00028476791414996775,1,0,0,4,999,0,1,9,3,0
56,0,0,0.000194841204418399,1,0,0,2,999,0,0,9,3,0
31,1,0,4.4963354865784384e-05,1,0,0,2,999,0,2,1,3,0
24,1,0,0.0012289983663314398,1,0,0,2,999,0,2,8,3,0
42,0,0,0.0004196579787473209,1,0,0,3,999,0,0,1,3,0
57,1,0,0.011870325684567078,1,0,0,2,999,0,1,9,3,0
42,1,0,0.0061150162617466764,1,0,0,2,999,0,1,1,3,0
51,1,0,0.007958513811243836,1,0,0,2,999,0,1,0,3,0
57,1,0,0.0031624226255601686,1,0,0,2,999,0,1,5,3,0
36,1,0,0.0009292426672262106,1,0,0,2,999,0,2,7,3,0
53,2,0,0.0038518607335021955,1,0,0,2,999,0,1,7,3,0
50,1,0,0.018494926634792644,1,0,0,2,999,0,1,9,3,0
54,2,0,0.004691176690996838,1,0,0,2,999,0,1,4,3,0
55,1,0,0.0013339128610182702,1,0,0,3,999,0,1,1,3,0
44,1,0,0.0019334242592287285,1,1,0,2,999,0,1,1,3,0
43,1,0,0.0,1,0,0,2,999,0,1,4,3,0
56,1,0,0.005290688089207296,1,0,0,2,999,0,1,0,3,0
54,1,0,0.012754604996927503,1,0,0,2,999,0,1,9,3,0
55,0,0,0.0014388273557051003,1,1,0,2,999,0,0,7,3,0
37,1,0,0.005965138412194062,1,1,0,2,999,0,0,7,3,0
33,2,0,0.002892642496365462,0,0,0,2,999,0,2,0,3,0
46,1,0,-0.005365627013983604,1,0,0,2,999,0,1,0,3,0
36,1,0,0.008078416090885929,1,1,0,2,999,0,1,1,3,0
51,1,0,0.0,1,0,0,2,999,0,2,9,3,0
40,0,0,0.0,0,0,0,2,999,0,2,5,3,0
42,1,0,0.007344014628078117,1,0,0,2,999,0,1,1,3,0
51,1,0,0.0,1,0,0,2,999,0,1,1,3,0
49,1,0,0.006040077336970369,1,0,0,2,999,0,1,1,3,0
48,1,0,0.0024130333777970954,1,0,0,3,999,0,1,4,3,0
32,2,0,0.03833875391555882,0,0,0,2,999,0,0,9,3,0
31,1,0,0.0014688029256156232,1,0,0,2,999,0,2,0,3,0
55,2,0,0.001723595269855068,0,0,0,4,999,0,2,4,3,0
40,1,0,0.006534674240493997,1,0,0,3,999,0,2,1,3,0
47,2,0,0.012454849297822274,1,0,0,3,999,0,1,9,3,0
57,1,0,0.0030874837007838613,1,0,0,3,999,0,1,9,3,0
41,1,0,0.004346457637025824,1,0,0,2,999,0,1,1,3,0
48,1,0,1.4987784955261463e-05,0,0,0,3,999,0,1,1,3,0
42,1,0,0.0008543037424499034,1,0,0,2,999,0,1,1,3,0
30,1,0,-0.0068494177245544885,1,0,0,2,999,0,2,1,3,0
58,2,0,0.02078805773294765,1,0,0,5,999,0,2,4,3,0
45,2,0,0.36866953432952143,1,0,0,3,999,0,0,4,3,0
49,1,0,0.00044963354865784383,1,0,0,4,999,0,1,1,3,0
42,1,0,0.015317516224277215,1,0,0,2,999,0,2,0,3,0
53,1,0,0.0008393159574946418,1,1,0,2,999,0,1,9,3,0
51,1,1,-2.9975569910522925e-05,0,0,0,3,999,0,2,0,3,0
32,1,0,0.0018135219795866369,1,0,0,2,999,0,2,7,3,0
41,1,0,0.012619714932330151,1,0,0,3,999,0,2,1,3,0
43,1,0,0.010386534973996194,1,0,0,3,999,0,0,4,3,0
40,1,0,-0.004990932390102067,1,0,0,2,999,0,0,1,3,0
50,0,0,0.02297627433641582,1,0,0,2,999,0,1,1,3,0
34,2,0,0.0006894381079420273,1,0,0,4,999,0,1,4,3,0
53,2,0,0.0002697801291947063,0,0,0,2,999,0,1,7,3,0
45,1,0,0.0006594625380315043,1,0,0,4,999,0,1,9,3,0
39,0,0,-0.0014987784955261462,1,0,0,2,999,0,1,1,3,0
44,2,0,0.007643770327183346,1,0,0,4,999,0,1,7,3,0
55,2,0,0.010266632694354101,1,0,0,3,999,0,1,4,3,0
46,2,0,0.0028027157866338933,1,0,0,2,999,0,2,4,3,0
45,1,0,0.0009891938070472565,1,0,0,2,999,0,1,1,3,0
34,1,0,0.00839315957494642,1,0,0,3,999,0,1,0,3,0
36,1,0,0.0,1,0,0,2,999,0,1,1,3,0
59,1,0,0.0004046701937920595,0,0,0,3,999,0,0,1,3,0
31,1,0,0.00017985341946313754,1,0,0,2,999,0,2,0,3,0
44,1,0,0.0005095846884788897,1,0,0,4,999,0,2,1,3,0
33,2,0,0.016006954332219242,1,0,0,2,999,0,2,2,3,0
40,1,0,0.0031624226255601686,1,0,0,4,999,0,1,1,3,0
46,2,0,0.005650394928133571,1,0,0,2,999,0,2,0,3,0
48,2,0,0.003941787443233764,1,0,0,2,999,0,1,4,3,0
42,1,0,0.018929572398495225,1,0,0,2,999,0,1,7,3,0
27,1,0,0.0001199022796420917,1,0,0,3,999,0,1,7,3,0
48,1,0,0.0018884609043629441,1,1,0,2,999,0,1,0,3,0
59,1,0,0.003447190539710136,1,0,0,3,999,0,1,0,3,0
46,2,0,0.01260472714737489,1,0,0,1,999,0,1,9,3,0
38,1,0,0.00461623776622053,1,0,0,1,999,0,0,0,3,0
43,2,0,1.4987784955261463e-05,1,0,0,1,999,0,0,4,3,0
38,2,0,0.0012889495061524858,1,0,0,1,999,0,0,0,3,0
23,1,0,0.0023530822379760497,1,0,0,1,999,0,2,8,3,0
34,1,0,0.00032973126901575216,1,0,0,1,999,0,1,7,3,0
38,1,0,0.0006894381079420273,1,1,0,1,999,0,1,0,3,0
37,1,0,0.01937920594715307,0,0,0,1,999,0,1,1,3,0
25,1,0,0.0018285097645418984,1,0,0,1,999,0,2,0,3,0
48,1,0,0.0019633998291392514,1,0,0,1,999,0,1,1,3,0
49,1,0,0.002143253248602389,1,0,0,1,999,0,2,1,3,0
38,1,0,0.005890199487417754,0,0,0,2,999,0,2,0,3,0
43,0,0,0.0014688029256156232,1,0,0,1,999,0,1,1,3,0
33,2,0,0.0,1,0,0,1,999,0,1,4,3,0
55,1,0,0.0033572638299785673,1,0,0,1,999,0,1,1,3,0
38,1,0,0.011345753211132927,1,0,0,1,999,0,1,1,3,0
49,1,0,0.0036720073140390583,1,1,0,1,999,0,1,7,3,0
40,1,0,0.12718634313034877,0,0,0,3,999,0,1,4,3,0
43,1,0,0.005245724734341511,0,0,0,1,999,0,1,0,3,0
38,1,0,0.00029975569910522924,1,0,0,1,999,0,1,1,3,0
58,1,0,0.024984637520420856,1,1,0,1,999,0,1,7,3,0
57,1,0,0.005170785809565205,1,0,0,1,999,0,1,9,3,0
32,1,0,0.00014987784955261462,1,0,0,4,999,0,1,10,3,0
56,2,0,0.012439861512867013,1,1,0,1,999,0,1,4,3,1
58,1,0,0.0004346457637025824,1,0,0,1,999,0,0,1,3,0
60,1,0,0.008168342800617496,1,0,0,1,999,0,0,5,3,1
37,2,0,0.13084336265943255,1,0,0,1,999,0,1,9,3,0
46,2,0,0.0071491734236597175,1,0,0,1,999,0,0,9,3,0
27,1,0,5.995113982104585e-05,1,0,0,1,999,0,1,0,3,0
43,1,0,0.018060280871090063,1,0,0,2,999,0,1,1,3,0
32,1,0,0.0,1,1,0,3,999,0,2,9,3,0
